구,2023.05
중구,33
종로구,37
중랑구,37
동대문구,41
은평구,38
마포구,37
영등포구,37
동작구,37
관악구,43
강남구,38
금천구,36
강동구,38
강북구,39
성북구,41
용산구,42
광진구,38
성동구,38
도봉구,36
서대문구,35
구로구,39
서초구,42
강서구,44
송파구,42
양천구,38
노원구,37
